Contig name,Number of restriction sites ,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,True identity
k141_12318,0,1054,8.125,5,kudriavzevii
k141_7928,9,14327,64.2279,2317,paradoxus
k141_12954,1,1331,103.699,139,uvarum
k141_4226,1,1719,13.3722,19,kudriavzevii
k141_11247,0,1493,1166.67,3726,cerevisiae
k141_3235,7,17748,58.7213,2801,paradoxus
k141_3237,2,1158,11.3532,27,kudriavzevii
k141_4229,0,2852,54.1158,268,paradoxus
k141_3238,2,1106,13.2144,19,kudriavzevii
k141_12955,2,5906,100.713,2153,kluyveri
k141_4230,2,1611,18.6838,62,kudriavzevii
k141_2400,3,3027,11.7504,93,kudriavzevii
k141_12959,2,1298,44.5828,172,paradoxus
k141_12962,2,1027,16.6705,18,kudriavzevii
k141_7930,6,17083,90.4747,4593,castellii
k141_2403,6,9470,69.7554,2144,mikatae
k141_7931,2,4671,62.6492,602,paradoxus
k141_7936,1,1029,12.4016,11,kudriavzevii
k141_11251,14,22040,86.379,4242,stipitis
k141_7937,1,1680,58.5719,206,paradoxus
k141_7945,3,1725,9.95556,101,kudriavzevii
k141_778,8,15308,81.0613,3259,paradoxus
k141_7946,0,1894,54.1743,204,paradoxus
k141_7949,0,1586,10.8433,36,kudriavzevii
k141_786,9,13591,94.088,3389,mikatae
k141_789,3,1446,11.1659,91,kudriavzevii
k141_9785,77,121529,76.2575,35823,lactis
k141_7954,16,28189,294.998,22363,cerevisiae
k141_7955,1,1542,67.2292,458,uvarum
k141_3240,30,37291,320.27,28086,cerevisiae
k141_3242,2,1465,11.6464,28,kudriavzevii
k141_7959,9,15962,86.8309,4036,mikatae
k141_7960,1,1118,10.7903,18,kudriavzevii
k141_6909,36,90575,79.9208,19895,mikatae
k141_6910,2,1851,207.875,825,waltii
k141_6913,3,7687,88.7555,1052,mikatae
k141_12319,23,51860,78.2761,12020,mikatae
k141_6918,5,7657,130.774,2132,kluyveri
k141_12964,31,49262,269.197,38164,cerevisiae
k141_3249,4,14500,133.393,4341,kluyveri
k141_12965,6,11970,80.2452,1904,uvarum
k141_3261,7,2427,147.559,2066,kluyveri
k141_12967,3,2119,1083.03,1966,stipitis
k141_4231,49,71212,58.8366,11725,paradoxus
k141_3265,0,2570,79.5822,385,paradoxus
k141_3267,3,1751,281.202,1038,cerevisiae
k141_11256,34,52743,101.712,17666,kluyveri
k141_12324,2,6727,50.0357,867,paradoxus
k141_9786,64,87298,233.649,61265,cerevisiae
k141_9788,0,1458,69.8372,182,paradoxus
k141_14008,62,95286,103.527,40315,kluyveri
k141_14009,1,7109,61.2726,1046,paradoxus
k141_6920,11,21896,86.2297,2878,uvarum
k141_3269,0,1317,13.7378,21,kudriavzevii
k141_12969,8,10157,103.595,3873,kluyveri
k141_11257,8,10484,55.1213,2269,paradoxus
k141_4233,11,17057,88.0152,2430,uvarum
k141_12971,5,11568,81.6033,2844,mikatae
k141_3274,16,12286,84.4422,3506,waltii
k141_3275,1,4619,71.7854,924,paradoxus
k141_4244,0,1893,36.8342,243,paradoxus
k141_11259,9,13070,84.4022,2531,uvarum
k141_6925,14,13393,102.897,6431,kluyveri
k141_6927,1,3283,59.4462,938,uvarum
k141_12330,30,37044,112.35,14044,kluyveri
k141_6930,6,8591,72.241,3289,paradoxus
k141_6937,0,1818,12.762,16,kudriavzevii
k141_11260,3,11402,126.726,5506,kluyveri
k141_8721,202,279632,81.0414,72080,waltii
k141_11261,1,1732,233.793,636,cerevisiae
k141_8725,3,5061,63.6172,1293,paradoxus
k141_8726,1,1273,12.163,7,kudriavzevii
k141_4245,20,29314,97.3735,10762,kluyveri
k141_7962,98,160431,75.627,33394,wickerhamii
k141_11262,13,18129,88.543,3941,mikatae
k141_8729,5,12327,104.913,5595,kluyveri
k141_6938,1,1241,11.0156,25,kudriavzevii
k141_3278,27,62243,71.3535,16006,lactis
k141_8730,2,2532,88.4723,548,castellii
k141_8732,1,1913,54.4027,339,paradoxus
k141_8735,0,2389,235.547,1216,cerevisiae
k141_6945,4,3482,62.1726,673,paradoxus
k141_6948,1,1236,46.8011,92,paradoxus
k141_12331,14,23017,271.969,16620,cerevisiae
k141_12333,0,4529,293.369,1938,cerevisiae
k141_8736,3,9240,53.7243,1400,paradoxus
k141_8741,2,1037,10.018,29,kudriavzevii
k141_8743,2,2074,47.3846,382,paradoxus
k141_8744,0,1880,41.504,175,paradoxus
k141_7967,20,30876,82.3253,7387,mikatae
k141_14011,78,125972,72.5867,33613,lactis
k141_6954,13,25352,131.103,9349,kluyveri
k141_14012,2,1002,11.4918,39,kudriavzevii
k141_8745,10,14051,275.642,13696,cerevisiae
k141_8746,2,2059,158.549,990,uvarum
k141_4247,7,21971,82.9134,4327,uvarum
k141_4248,1,1126,64.9242,203,paradoxus
k141_8748,3,3925,54.1134,530,paradoxus
k141_14015,1,7976,56.558,1269,paradoxus
k141_14016,3,6318,53.9711,764,paradoxus
k141_14017,0,1167,15.589,13,kudriavzevii
k141_14018,1,1288,9.90334,28,kudriavzevii
k141_11263,15,29785,58.2406,6113,paradoxus
k141_790,65,116665,94.2402,24390,stipitis
k141_791,4,4362,74.7241,808,uvarum
k141_12334,6,19567,81.7277,2654,mikatae
k141_4252,0,1419,12.8511,19,kudriavzevii
k141_793,1,2639,472.639,2964,mikatae
k141_4253,0,3246,112.677,978,kluyveri
k141_799,0,1581,9.76171,20,kudriavzevii
k141_6955,19,35057,105.543,12947,kluyveri
k141_800,4,8107,61.7158,1953,paradoxus
k141_12336,6,16902,289.98,13280,cerevisiae
k141_6956,7,12945,78.814,2289,paradoxus
k141_6957,5,2072,10.5635,88,kudriavzevii
k141_6961,2,1446,12.4552,27,kudriavzevii
k141_2407,89,153728,84.646,30444,stipitis
k141_8750,31,51402,113.603,16314,mikatae
k141_6962,11,8773,158.847,3867,mikatae
k141_6964,3,4238,71.8704,700,paradoxus
k141_2415,3,9780,245.995,6105,cerevisiae
k141_12340,3,3157,432.421,2181,cerevisiae
k141_802,5,10834,52.8942,1331,paradoxus
k141_4259,13,26877,80.4009,6949,mikatae
k141_11268,38,42974,79.5043,13208,waltii
k141_10507,85,179225,74.4041,50458,lactis
k141_7970,68,129894,49.571,2927,gossypii
k141_11270,8,8714,80.4595,1773,stipitis
k141_4263,19,22120,106.53,9932,kluyveri
k141_3293,52,80551,70.3232,13688,wickerhamii
k141_7974,12,16730,76.299,3580,wickerhamii
k141_8753,47,82569,318.942,62390,cerevisiae
k141_7976,5,2166,12.434,30,kudriavzevii
k141_12341,21,47545,87.5905,7350,uvarum
k141_7978,4,7702,128.697,3024,paradoxus
k141_12344,0,1591,77.9375,546,kluyveri
k141_7983,0,2974,92.7989,959,kluyveri
k141_7984,9,11481,287.651,10635,cerevisiae
k141_11271,4,12318,65.0173,1658,paradoxus
k141_2418,25,45357,80.7952,9409,mikatae
k141_7987,3,5274,87.9288,1044,mikatae
k141_11272,8,7175,285.647,14107,cerevisiae
k141_11274,0,2423,59.018,399,paradoxus
k141_4269,17,27447,101.022,9962,castellii
k141_2421,4,13603,333.252,8076,cerevisiae
k141_12345,3,5875,102.703,1056,mikatae
k141_803,28,61130,81.0737,8877,uvarum
k141_12972,69,111386,75.5288,37437,lactis
k141_11275,0,2221,57.508,174,paradoxus
k141_12973,2,1137,9.59372,21,kudriavzevii
k141_12347,11,9392,106.742,8001,kluyveri
k141_12351,0,1016,797.531,2808,cerevisiae
k141_7989,7,12924,61.9546,2168,paradoxus
k141_12355,3,6984,339.268,4229,cerevisiae
k141_3294,23,44430,234.866,22504,cerevisiae
k141_7990,4,5250,240.121,3931,cerevisiae
k141_4273,8,8961,62.5941,2219,paradoxus
k141_7991,8,9595,58.5982,1643,paradoxus
k141_4276,6,13284,110.59,5913,kluyveri
k141_7992,7,6053,101.206,3560,castellii
k141_14020,126,222530,48.0816,4799,gossypii
k141_4277,3,7538,293.977,9690,cerevisiae
k141_3300,1,1375,11.1788,24,kudriavzevii
k141_12977,10,17645,59.6575,3693,paradoxus
k141_3311,2,5856,296.05,3633,cerevisiae
k141_3313,0,1708,280.555,504,cerevisiae
k141_6965,106,194697,92.5274,50643,castellii
k141_6966,3,1691,10.22,79,kudriavzevii
k141_12359,18,25793,84.0562,5282,mikatae
k141_12360,1,4342,60.6923,910,paradoxus
k141_805,40,46315,101.659,20064,kluyveri
k141_7995,9,9607,58.0009,1968,paradoxus
k141_6967,6,12486,92.6699,2821,mikatae
k141_6969,2,1200,12.3733,39,kudriavzevii
k141_806,3,2187,209.161,3151,cerevisiae
k141_7999,0,1598,9.97376,7,kudriavzevii
k141_4284,0,1493,11.2547,27,kudriavzevii
k141_810,0,1061,446.315,390,waltii
k141_8000,3,2601,335.334,1610,cerevisiae
k141_8002,1,1308,96.2841,113,cerevisiae
k141_6972,6,9611,91.5997,5075,kluyveri
k141_6973,1,1081,15.6917,25,kudriavzevii
k141_14021,19,38479,79.5565,6321,wickerhamii
k141_8006,1,7038,57.9958,992,paradoxus
k141_8008,3,2398,317.827,508,cerevisiae
k141_1628,150,294333,47.7677,6149,gossypii
k141_1630,1,2103,136.967,873,kluyveri
k141_12979,15,24006,102.897,7660,kluyveri
k141_1632,1,2782,12.6242,118,kudriavzevii
k141_4293,5,6911,94.6137,3719,waltii
k141_1633,3,6283,722.116,5455,cerevisiae
k141_12981,5,13175,57.3491,1820,paradoxus
k141_12987,3,2019,78.9176,294,uvarum
k141_812,6,10128,54.0619,1461,paradoxus
k141_12988,6,9528,59.2502,1725,paradoxus
k141_820,1,1505,125.736,147,cerevisiae
k141_822,0,1112,13.4064,29,kudriavzevii
k141_1635,10,26097,55.4934,3588,paradoxus
k141_6974,8,10541,56.904,2414,paradoxus
k141_8755,99,195344,48.8184,3962,gossypii
k141_8760,1,1169,465.594,356,cerevisiae
k141_8762,0,1333,75.3254,137,wickerhamii
k141_11276,72,114915,69.8444,23612,wickerhamii
k141_12989,17,27579,107.985,11477,kluyveri
k141_14022,31,36044,97.8329,16167,kluyveri
k141_3316,36,56254,80.6038,9046,uvarum
k141_4295,8,20449,73.6289,5189,uvarum
k141_4296,2,1327,11.5956,89,kudriavzevii
k141_12991,4,10886,101.595,3216,kluyveri
k141_11277,9,25691,219.078,12856,cerevisiae
k141_11278,1,3930,64.3725,474,paradoxus
k141_6977,10,16686,60.1948,3463,paradoxus
k141_3317,2,2083,58.0807,238,uvarum
k141_3318,1,1496,68.4866,193,uvarum
k141_11280,10,10625,94.9126,3708,kluyveri
k141_11283,0,2534,13.2567,23,kudriavzevii
k141_12368,25,46736,86.4977,9643,stipitis
k141_12992,17,32455,290.995,28361,cerevisiae
k141_11287,0,1256,53.2107,179,paradoxus
k141_12371,1,2337,288.276,1610,cerevisiae
k141_3319,7,12276,85.0942,2227,uvarum
k141_12999,0,1052,73.9756,267,mikatae
k141_11295,4,8287,103.849,3029,kluyveri
k141_13006,0,3974,65.0162,814,paradoxus
k141_11298,0,2957,811.278,10472,mikatae
k141_6981,6,7642,56.388,2268,paradoxus
k141_13013,3,5111,233.52,2996,cerevisiae
k141_8764,45,69476,97.2533,16254,stipitis
k141_13015,3,2742,53.7882,826,paradoxus
k141_8765,1,3222,89.8242,783,uvarum
k141_6982,1,9401,52.7196,1136,paradoxus
k141_8767,3,2161,12.7305,33,kudriavzevii
k141_1638,31,57961,82.5648,13113,mikatae
k141_1639,1,1001,94.1434,456,mikatae
k141_13027,3,5424,77.8862,636,lactis
k141_13029,1,1033,14.5821,64,kudriavzevii
k141_11301,2,2621,108.03,1191,kluyveri
k141_14023,29,55577,76.6323,7135,uvarum
k141_11305,2,1686,12.6276,25,kudriavzevii
k141_825,42,50221,95.8378,23663,kluyveri
k141_11308,2,2210,10.4704,70,kudriavzevii
k141_827,1,5821,264.909,2268,cerevisiae
k141_14025,5,11843,89.2271,2436,uvarum
k141_831,3,4134,288.242,2348,cerevisiae
k141_11311,13,15309,53.7991,2602,paradoxus
k141_4298,43,83398,300.55,60967,cerevisiae
k141_11313,4,1048,10.5423,125,kudriavzevii
k141_13033,1,1348,16.0668,27,kudriavzevii
k141_13034,3,2682,144.121,583,mikatae
k141_4300,6,8970,55.1019,2502,paradoxus
k141_2426,102,223383,48.701,4082,gossypii
k141_3322,20,28454,104.591,11236,kluyveri
k141_14027,13,23230,70.4,4126,wickerhamii
k141_8769,39,49637,303.953,40210,cerevisiae
k141_14033,0,3468,54.1347,489,paradoxus
k141_8771,3,1731,9.42062,77,kudriavzevii
k141_2428,8,13451,170.493,2565,stipitis
k141_11314,3,5127,51.787,828,paradoxus
k141_1642,17,21267,69.3385,4475,paradoxus
k141_1644,6,6867,73.3088,1875,paradoxus
k141_1645,1,1097,8.97043,40,kudriavzevii
k141_4301,15,30029,104.008,9537,kluyveri
k141_11315,7,18294,221.215,8979,cerevisiae
k141_1647,8,9879,74.4953,2422,uvarum
k141_4303,10,10638,276.007,13459,cerevisiae
k141_11319,3,2783,62.6548,899,paradoxus
k141_14038,36,35742,94.3478,22110,kluyveri
k141_3323,13,31459,63.7301,5075,paradoxus
k141_4308,8,11441,51.8927,2038,paradoxus
k141_1648,0,1718,206.825,3866,Unmapped
k141_4309,2,3539,58.3795,432,paradoxus
k141_6983,40,50933,145.254,19664,uvarum
k141_1654,1,1324,60.6261,178,paradoxus
k141_8772,19,50334,81.6613,9490,mikatae
k141_4314,2,3811,59.6526,693,paradoxus
k141_8775,1,5971,87.8397,643,stipitis
k141_14039,24,30605,104.476,15110,kluyveri
k141_14040,1,2778,67.9342,665,paradoxus
k141_14041,1,3234,104.911,807,kluyveri
k141_4324,14,12055,56.847,2296,paradoxus
k141_1659,12,13803,280.966,11214,cerevisiae
k141_14045,3,4319,58.2387,618,paradoxus
k141_1663,1,2961,85.8936,892,kluyveri
k141_8777,13,21493,80.3461,4802,mikatae
k141_4327,4,4327,397.624,1856,cerevisiae
k141_1664,2,3279,58.884,402,paradoxus
k141_4330,0,1588,97.7274,238,uvarum
k141_4331,0,2250,53.5,327,mikatae
k141_4332,0,1413,27.517,20,kudriavzevii
k141_8779,1,6625,58.1564,1122,paradoxus
k141_4334,1,1533,11.0022,27,kudriavzevii
k141_6985,10,32275,49.0897,623,gossypii
k141_8780,1,3360,274.027,2060,cerevisiae
k141_11324,9,24502,103.236,5152,paradoxus
k141_4338,0,4943,80.4776,580,mikatae
k141_4340,2,1119,11.3736,15,kudriavzevii
k141_3327,17,33550,67.8345,6363,lactis
k141_11326,8,13193,85.9668,3962,paradoxus
k141_8783,15,30532,76.2228,4730,uvarum
k141_6990,3,1637,13.7471,13,kudriavzevii
k141_1671,5,8259,65.7631,820,wickerhamii
k141_1676,0,1700,89.9806,491,castellii
k141_6996,3,4786,51.1268,575,paradoxus
k141_6998,0,1333,144.756,152,uvarum
k141_1686,0,1037,254.03,537,cerevisiae
k141_1689,2,2660,11.3367,33,kudriavzevii
k141_8788,10,16560,59.663,2918,paradoxus
k141_4347,12,24744,83.6492,3200,uvarum
k141_8794,3,5635,55.8693,1378,paradoxus
k141_11327,16,23276,80.3389,6817,mikatae
k141_4349,1,1736,12.0719,56,kudriavzevii
k141_7004,11,23940,56.0968,3279,paradoxus
k141_1690,17,20404,67.0122,3575,paradoxus
k141_10511,179,299520,74.6611,91909,lactis
k141_14048,65,119245,74.4827,35164,lactis
k141_14050,3,1501,83.5241,1040,kluyveri
k141_11329,2,5426,69.5733,859,paradoxus
k141_14052,1,4490,62.1551,860,paradoxus
k141_11330,3,4021,89.7574,380,uvarum
k141_14059,2,2162,95.5934,228,stipitis
k141_14061,1,1030,11.7739,7,kudriavzevii
k141_833,79,116592,74.5153,19285,wickerhamii
k141_12379,87,128708,70.3206,44705,lactis
k141_8795,53,85306,297.657,77889,cerevisiae
k141_12383,3,4174,84.8613,778,uvarum
k141_12385,1,1409,9.45671,28,kudriavzevii
k141_14063,18,35593,134.606,12635,kluyveri
k141_7008,14,34935,103.199,12295,kluyveri
k141_1692,28,40188,75.399,7585,mikatae
k141_7014,2,2687,97.3074,703,mikatae
k141_3328,44,71433,98.9184,28222,kluyveri
k141_3329,2,2228,79.3239,395,waltii
k141_4350,35,45821,103.235,15944,kluyveri
k141_3330,4,3688,311.195,3328,cerevisiae
k141_10514,50,73686,72.645,11919,wickerhamii
k141_10515,1,2265,49.3513,244,paradoxus
k141_10516,2,5667,64.1347,965,paradoxus
k141_4351,6,10802,276.095,6895,cerevisiae
k141_1693,11,22532,57.1622,4356,paradoxus
k141_4354,7,5918,110.817,4737,kluyveri
k141_1694,3,4465,229.8,1975,cerevisiae
k141_14066,12,12798,84.5314,3642,mikatae
k141_10517,8,10496,230.498,5809,cerevisiae
k141_14067,0,1198,11.7452,17,kudriavzevii
k141_4359,4,5916,107.931,3620,kluyveri
k141_10518,4,6563,88.5916,1891,waltii
k141_12386,18,26984,104.729,11125,kluyveri
k141_12387,1,2244,123.595,405,paradoxus
k141_10521,5,9128,101.549,3543,kluyveri
k141_12388,0,3864,164.185,448,uvarum
k141_10523,2,1205,10.2133,33,kudriavzevii
k141_12389,0,1247,10.8833,20,kudriavzevii
k141_12390,1,2647,122.7,1132,kluyveri
k141_12393,0,1081,12.8539,24,kudriavzevii
k141_12396,2,1378,11.0318,20,kudriavzevii
k141_13038,90,180004,95.2178,53042,castellii
k141_4363,1,1222,85.0625,66,stipitis
k141_836,24,48857,55.8487,8377,paradoxus
k141_11335,54,86756,76.8032,14876,uvarum
k141_10527,15,25775,286.019,27071,cerevisiae
k141_840,9,12783,61.0807,3271,paradoxus
k141_846,0,1159,83.0803,606,kluyveri
k141_848,4,1706,101.121,340,cerevisiae
k141_849,0,1138,14.5607,18,kudriavzevii
k141_7015,10,27048,151.143,12284,paradoxus
k141_13039,3,2225,10.2039,72,kudriavzevii
k141_7016,0,1437,43.0567,27,kudriavzevii
k141_11337,12,18467,314.024,14910,cerevisiae
k141_11338,0,1442,35.7113,103,Unmapped
k141_7020,0,3712,210.178,3405,cerevisiae
k141_11342,3,4320,55.4854,1172,paradoxus
k141_11345,1,1299,10.9478,35,kudriavzevii
k141_12402,13,17249,310.962,15310,cerevisiae
k141_11348,2,4965,62.8046,708,paradoxus
k141_8796,78,135432,97.8057,28754,stipitis
k141_11349,6,6788,96.7273,2439,uvarum
k141_13041,16,25847,71.1012,6321,wickerhamii
k141_11350,1,4738,240.346,3330,cerevisiae
k141_11351,4,5223,45.23,1766,paradoxus
k141_10528,27,51628,93.9415,13148,castellii
k141_10529,3,4359,58.8955,847,paradoxus
k141_4365,19,36265,122.51,11997,paradoxus
k141_10530,0,2286,528.629,16540,kluyveri
k141_7024,5,11881,104.275,1461,uvarum
k141_7025,0,2392,100.951,587,mikatae
k141_1702,57,109685,100.73,29549,castellii
k141_7026,1,1348,32.5109,167,paradoxus
k141_1703,2,2233,128.255,1330,castellii
k141_11355,11,18809,72.0225,3915,uvarum
k141_1708,3,1360,406.634,1374,cerevisiae
k141_12404,4,14623,58.7502,2279,paradoxus
k141_13043,1,2729,64.8511,514,paradoxus
k141_13044,2,1289,15.1027,19,kudriavzevii
k141_1710,0,1610,47.6671,134,paradoxus
k141_1712,0,1127,126.812,214,waltii
k141_13047,4,5615,78.768,849,uvarum
k141_3332,20,43352,102.591,10284,castellii
k141_1722,7,6375,77.3783,1368,uvarum
k141_12406,5,17655,82.4951,4269,castellii
k141_10531,29,37418,284.303,27894,cerevisiae
k141_10532,4,7932,57.8534,999,paradoxus
k141_10535,2,2990,59.5028,421,paradoxus
k141_14068,37,60376,97.3236,25656,kluyveri
k141_4369,21,25183,92.0022,7221,mikatae
k141_1726,17,23058,81.0912,4435,mikatae
k141_14070,1,5694,77.8404,1221,paradoxus
k141_1730,1,2740,53.7456,388,paradoxus
k141_851,27,49996,293.989,41239,cerevisiae
k141_10538,7,11824,86.9974,2761,paradoxus
k141_12407,7,11716,86.8837,1533,uvarum
k141_13050,11,21644,87.064,6487,paradoxus
k141_3335,12,18961,284.523,9892,cerevisiae
k141_13051,0,1040,172.018,84,cerevisiae
k141_12409,1,2687,111.218,227,uvarum
k141_3339,0,1418,59.0237,134,paradoxus
k141_12413,7,7580,60.1184,1506,paradoxus
k141_3340,5,8246,358.562,12662,kluyveri
k141_1733,13,30291,57.8527,4868,paradoxus
k141_11356,27,42000,302.926,30749,cerevisiae
k141_12415,5,11468,293.841,9241,cerevisiae
k141_2429,261,481645,84.8443,112358,stipitis
k141_2431,3,1794,107.112,1021,kluyveri
k141_2433,2,2459,153.909,1521,kluyveri
k141_14072,11,18056,81.5375,2524,uvarum
k141_13052,12,17116,204.17,10597,cerevisiae
k141_10545,16,38260,56.3205,7027,paradoxus
k141_2437,2,3142,83.4873,467,mikatae
k141_2443,2,2241,12.0277,24,kudriavzevii
k141_13058,0,2769,317.26,1920,cerevisiae
k141_10549,6,7156,94.4857,1210,stipitis
k141_14075,6,11361,98.6286,1488,stipitis
k141_2445,6,10170,57.7772,1417,paradoxus
k141_8797,100,157714,79.388,29155,wickerhamii
k141_12416,11,19114,53.549,2911,paradoxus
k141_3346,21,35708,93.1565,12612,kluyveri
k141_14077,8,13913,92.3801,2261,uvarum
k141_7028,38,69873,71.7666,12643,wickerhamii
k141_1736,26,71229,79.2368,8891,uvarum
k141_14078,4,6257,77.343,1214,castellii
k141_1739,0,2556,73.6363,347,uvarum
k141_14079,3,2436,143.064,650,paradoxus
k141_1741,0,1312,9.50947,14,kudriavzevii
k141_2447,28,44118,107.48,19719,kluyveri
k141_1743,0,1641,28.3427,54,Unmapped
k141_2451,0,1118,334.974,409,cerevisiae
k141_14082,9,7292,123.797,3303,kluyveri
k141_10552,37,65768,286.657,49573,cerevisiae
k141_14084,6,6195,108.547,2013,kluyveri
k141_1745,9,13034,288.533,11940,cerevisiae
k141_12421,7,12068,84.8836,2023,castellii
k141_2454,9,11065,113.695,5203,kluyveri
k141_2455,1,1289,11.9298,10,kudriavzevii
k141_858,24,57684,87.5315,11625,stipitis
k141_11357,26,46841,252.159,28963,cerevisiae
k141_859,1,1020,120.105,89,cerevisiae
k141_3351,3,9951,73.5543,2319,wickerhamii
k141_861,8,11652,55.4868,2151,paradoxus
k141_7044,1,2338,81.9383,741,kluyveri
k141_12426,19,19886,104.294,10506,kluyveri
k141_2456,7,26967,48.1505,388,gossypii
k141_1751,18,27258,100.865,10463,kluyveri
k141_2458,2,1188,10.1936,114,kudriavzevii
k141_8799,50,77292,104.171,32478,kluyveri
k141_8800,1,1119,141.848,158,cerevisiae
k141_14085,21,37875,129.585,14505,kluyveri
k141_14086,2,4543,127.907,1490,kluyveri
k141_1752,11,16971,109.194,6857,kluyveri
k141_14087,5,7422,106.149,2610,kluyveri
k141_12427,5,6744,91.4384,1616,stipitis
k141_7045,13,19663,60.6699,3411,paradoxus
k141_7048,3,3256,85.0183,449,stipitis
k141_2459,16,29712,205.385,14326,cerevisiae
k141_8801,4,12832,103.681,3842,kluyveri
k141_2462,4,5548,103.252,1853,castellii
k141_11360,5,17514,288.631,13349,cerevisiae
k141_862,21,27911,109.081,13340,kluyveri
k141_3354,9,13977,318.653,8414,cerevisiae
k141_3361,0,2605,12.0802,28,kudriavzevii
k141_12430,10,15718,312.698,8651,cerevisiae
k141_12431,0,1234,45.1356,2653,pastoris
k141_13060,62,77918,88.0356,28913,waltii
k141_13061,1,1147,10.3099,16,kudriavzevii
k141_13065,0,2105,736.252,2058,mikatae
k141_8803,26,29535,82.3833,8459,waltii
k141_4370,112,149377,72.0534,28995,wickerhamii
k141_7049,12,15749,223.073,8408,cerevisiae
k141_8804,1,1253,10.8513,20,kudriavzevii
k141_863,0,6958,101.177,3067,kluyveri
k141_8805,0,1554,416.84,379,paradoxus
k141_8806,1,1304,70.1924,86,castellii
k141_14089,44,70781,53.9731,1725,gossypii
k141_13071,0,1227,11.5822,22,kudriavzevii
k141_12433,10,14517,98.5794,6198,kluyveri
k141_12434,1,3036,52.2581,293,paradoxus
k141_3363,14,17930,77.1681,4843,mikatae
k141_3364,1,1983,463.847,1103,cerevisiae
k141_12437,1,1420,8.75276,16,kudriavzevii
k141_3367,0,1411,201.703,192,cerevisiae
k141_864,10,13955,203.42,4837,mikatae
k141_14092,12,21768,84.5254,6076,mikatae
k141_2471,37,44991,76.692,14684,lactis
k141_2472,1,1213,15.1355,19,kudriavzevii
k141_8807,9,8658,59.6457,1935,paradoxus
k141_867,1,4769,242.627,1609,cerevisiae
k141_4372,23,39169,78.3538,8278,mikatae
k141_14094,6,5421,88.1421,1071,cerevisiae
k141_1753,47,101270,112.795,24443,stipitis
k141_14095,2,1764,53.3965,437,paradoxus
k141_3374,0,3061,853.128,23544,waltii
k141_3375,0,2555,1793.54,23880,waltii
k141_1759,0,1380,109.65,179,cerevisiae
k141_1760,0,5157,95.5698,924,kluyveri
k141_1762,2,3155,59.1235,565,paradoxus
k141_869,1,1519,55.5062,291,paradoxus
k141_4378,13,21832,63.9371,4858,paradoxus
k141_11363,26,35693,76.7726,8737,lactis
k141_2473,10,11262,307.545,7766,cerevisiae
k141_11366,0,2061,50.787,253,paradoxus
k141_14096,23,27083,100.264,15731,kluyveri
k141_1765,6,14733,100.283,6625,kluyveri
k141_14097,2,2649,225.865,3951,cerevisiae
k141_11367,5,12025,1007.79,39039,mikatae
k141_876,13,19197,80.9913,5085,mikatae
k141_14101,5,8277,55.5292,1321,paradoxus
k141_877,3,3578,208.466,1042,cerevisiae
k141_8811,14,21437,107.333,11159,kluyveri
k141_8813,2,3228,61.0975,573,paradoxus
k141_8814,3,1722,11.9256,39,kudriavzevii
k141_7050,27,43873,82.4746,6492,uvarum
k141_881,8,10499,121.581,5183,mikatae
k141_1767,13,26349,89.554,10086,mikatae
k141_1771,1,1803,101.085,113,uvarum
k141_7051,5,4847,62.6153,724,paradoxus
k141_886,4,4019,55.3081,766,paradoxus
k141_887,0,1108,357.26,700,cerevisiae
k141_12439,47,54235,87.7171,14281,waltii
k141_14105,16,25867,105.235,12482,kluyveri
k141_8816,11,17413,50.9431,2463,paradoxus
k141_14108,0,1086,1379.63,26963,paradoxus
k141_12440,3,3841,84.052,444,uvarum
k141_4382,19,23948,70.2422,6587,lactis
k141_14116,3,4761,65.18,864,uvarum
k141_4383,3,1083,13.0139,76,kudriavzevii
k141_14119,1,2809,60.7018,284,paradoxus
k141_4385,1,1586,34.3064,157,paradoxus
k141_11370,12,18172,94.3931,6794,kluyveri
k141_14123,8,3664,11.3122,81,kudriavzevii
k141_14125,1,2309,718.88,3707,cerevisiae
k141_11371,6,5323,68.6196,1086,paradoxus
k141_11376,0,2328,77.4408,546,castellii
k141_12442,22,31871,119.767,13306,paradoxus
k141_14126,9,14372,152.5,5013,paradoxus
k141_3378,25,32655,139.162,13686,cerevisiae
k141_888,19,49954,292.913,32588,cerevisiae
k141_3386,0,1129,10.667,15,kudriavzevii
k141_7052,17,27567,98.0704,10713,kluyveri
k141_3391,1,1272,60.2995,407,paradoxus
k141_10555,186,256554,71.2035,52337,wickerhamii
k141_10557,3,2556,80.2822,823,wickerhamii
k141_4391,7,17650,49.867,430,gossypii
k141_10558,0,3611,419.16,9980,cerevisiae
k141_7053,7,11032,96.8758,3714,kluyveri
k141_12443,10,21683,85.4992,3235,stipitis
k141_4396,3,1124,203.49,219,cerevisiae
k141_3393,0,1139,11.1881,7,kudriavzevii
k141_3394,3,1693,11.7317,57,kudriavzevii
k141_12449,2,1202,724.196,705,waltii
k141_1772,22,52991,97.059,13263,castellii
k141_10560,13,15081,102.647,6342,kluyveri
k141_12452,6,10468,74.0529,2185,mikatae
k141_889,29,35512,96.6629,16636,kluyveri
k141_10561,9,9961,58.5701,1913,paradoxus
k141_11378,13,28718,78.2359,3365,uvarum
k141_8819,27,55159,75.5622,10563,wickerhamii
k141_1774,3,1995,125.104,450,castellii
